Screen_Name,Tweet_Text,Follower_Count 
b'amarpals',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",1188
b'SUJAN_AMAR',b'- No Caption\n.\n.\n.\n#canon #blackandwhite  #2015 #travel  #documentary #mow #srilanka #colombo #working #passion\xe2\x80\xa6 https://t.co/KnnYqSwYYV',17
b'ErinGillespieMD',b'Perhaps places like NY should adopt this pooled strategy for running #COVID tests given a low positivity rate (&lt;1%)\xe2\x80\xa6 https://t.co/ysJo3mbvuU',1265
b'Kathlee89401525',"b'RT @DavidHarrisAJC: When I wonder how long we\xe2\x80\x99ll be in #COVID lockdown, I think of my:\n\n-Wife, then 16, hiding for weeks in Libya in 1967,\xe2\x80\xa6'",141
b'CarryonPappu',"b""RT @himantabiswa: Sad to share that Jorhat's Ashish Sahewal (36), with no history of comorbidities, presented with sudden onset breathing d\xe2\x80\xa6""",114
b'KTBG10',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",373
b'sally_schulze',"b'Said to my kid, \xe2\x80\x9cwhen\xe2\x80\x99s the last time you\xe2\x80\x99ve been out this late.\xe2\x80\x9d \nShe countered, \xe2\x80\x9cwhen\xe2\x80\x99s the last time I\xe2\x80\x99ve been out?\xe2\x80\x9d  #COVID'",542
b'Linda_STLN10',"b'Looking at this chart of deaths in past wars, now look at todays total deaths 137,729 due to #Covid why are we losi\xe2\x80\xa6 https://t.co/yir27Hr5KD'",2967
b'TheEmuEmi',"b'RT @Lisalisejam: #NYC strong. &lt;3 &lt;3&lt;3 I was riding the subway and in my old hood  a little week ago, woodside, Queens right by Elmhurst, &amp;\xe2\x80\xa6'",17519
b'omuneek2',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",662
b'EpiD18329833',b'RT @UWVirology: Interested in volunteering for a #COVID-19 prevention clinical study? Learn about the studies and how those interested can\xe2\x80\xa6',527
b'BryanGibberman',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead teacher\nKimberley Chavez Lopez Byrd, 61, taught 1st grade summer classes w/ 2 other teachers virtually from the same\xe2\x80\xa6'",1380
b'BandaFob',"b'RT @COVIDNewsByMIB: #IndiaFightsCorona:\n\n\xf0\x9f\x93\x8dSteps to take when #COVID cases occur in offices\n\n\xe2\x9e\xa1\xef\xb8\x8fIn general, staff showing flu-like illness sh\xe2\x80\xa6'",130
b'Binit_Ganguly',"b'RT @C_P_Gurnani: As #COVID19 continues to dominate our lives, ensuring safety &amp; easing things for our colleagues become doubly critical.\xe2\x80\xa6'",41
b'aliaslam111',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",52
b'ROUFSHABIR',b'RT @Drsheikhamina: Jammu fights #COVID19 without following #COVID Guidelines... NO MASK \xf0\x9f\x98\xb7 ONLY TALK ... Pic credit @dograjournalist ...Is t\xe2\x80\xa6',86
b'princephilips',"b'RT @COVIDNewsByMIB: #IndiaFightsCorona:\n\n\xf0\x9f\x93\x8dSteps to take when #COVID cases occur in offices\n\n\xe2\x9e\xa1\xef\xb8\x8fIn general, staff showing flu-like illness sh\xe2\x80\xa6'",240
b'MAR7INEZ',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",896
b'CliftonBarnhart',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead teacher\nKimberley Chavez Lopez Byrd, 61, taught 1st grade summer classes w/ 2 other teachers virtually from the same\xe2\x80\xa6'",432
b'urb101',"b'Shima Hamidi, Sadegh Sabouri &amp; Reid Ewing (2020): Does #Density Aggravate the #COVID-19 Pandemic?, Journal of the A\xe2\x80\xa6 https://t.co/m3y0iS5LZu'",327
b'omuneek2',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',662
b'Amlaf3',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",144
b'omuneek2',"b'RT @Cleavon_MD: Now we know that #COVID causes coagulation abnormalities resulting in pulmonary embolisms, strokes, cardiac arrests and DVT\xe2\x80\xa6'",662
b'sweetbrightgood',"b'RT @SandroDemaio: We\xe2\x80\x99ve seen it before, but I feel like we need to see it again.\n\n#MaskUpMelbourne \xe2\x80\x94 mask up, stay home, get tested if symp\xe2\x80\xa6'",13
b'jtothep99',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",65
b'ct_ljm',"b""RT @Wyn1745: Added estimated dotted red-line without 43% of #COVID19 Deaths from Nursing Homes. That's where the True #COVID Deaths should\xe2\x80\xa6""",123
b'Five5Hands',"b'RT @RFscai: There are two competing playbooks for managing US #covid #pandemic. First is the old one, which says herd immunity for a popula\xe2\x80\xa6'",3320
b'crisimintz',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 34\nSimon Zamudio was born in Phoenix, #Arizona. In the Army, he climb the ranks to sergeant &amp; was a new dad. He w\xe2\x80\xa6'",315
b'iam_sysop',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",1403
b'TXGovAbbott',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead 6wk old infant\nIsaiah Jeremiah Garcia died from #COVID in Corpus Christi, #Texas. He was a very happy baby, always s\xe2\x80\xa6'",0
b'androo182002',"b'RT @TicTockMrsGlock: @FoxNewsSunday @BetsyDeVosED How many of Betsy\xe2\x80\x99s children, grandchildren or great grandchildren will attend public sch\xe2\x80\xa6'",12
b'AcaDaimia',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",93
b'chris_coppola',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead teacher\nKimberley Chavez Lopez Byrd, 61, taught 1st grade summer classes w/ 2 other teachers virtually from the same\xe2\x80\xa6'",3788
b'wildfirediva',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',3666
b'SanjayS62023183',"b'RT @mlaAminPatel: Today @Awhadspeaks Ji and I met Hon Chief of NCP Shri @PawarSpeaks Ji, we discussed-\n1.The sentiments of the Muslim commu\xe2\x80\xa6'",535
b'adinswain',"b'RT @rha_india: A big shout out to @ABPNews for supporting us in our #Covid fight against #Hunger, help us take #Mission30M to every corner\xe2\x80\xa6'",0
b'Be_Kinderr',"b'RT @LawrenceGostin: I\'m often asked, ""how long will #COVID last?"" Until now I didn\'t have a clue, but I think it\'s getting obvious. Pandemi\xe2\x80\xa6'",966
b'tweetlalit',b'@AmhiDombivlikar Fresh and chopped Ready to cook vegetables at your doorstep @WeAreDombivli #covid #kdmc\xe2\x80\xa6 https://t.co/NAnrsSu5xS',62
b'AlissaEvenson',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',40
b'MSTAREEN',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",88
b'GStirushnik',"b'RT @DarlaShine: Just spoke an ER doc in S Florida, asked if his ER is full, he said ""hospitals are full cuz once we opened people booked th\xe2\x80\xa6'",144
b'Anewday56697032',b'RT @JjSchieff: @delbigtree One of the World\xe2\x80\x99s most pretigious Medical Journal\xe2\x80\x99s states that #Masks are \xe2\x80\x9csymbolic\xe2\x80\x9d &amp; useless against #Covid\xe2\x80\xa6',173
b'ksbrooker',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fCautionary Tale\n\xf0\x9f\xa7\xb5 As an ER doctor, I struggle with the death of my 27 y.o. cousin Simon Press from #COVID. Early in the p\xe2\x80\xa6'",544
b'williambakshi14',"b""Let me be 100% and abundantly clear, I don't give a damn/shit what kind of so-called discrediting campaign this ill\xe2\x80\xa6 https://t.co/xBqZI10ZGY""",66
b'Lisalisejam',"b'#NYC strong. &lt;3 &lt;3&lt;3 I was riding the subway and in my old hood  a little week ago, woodside, Queens right by Elmhu\xe2\x80\xa6 https://t.co/kREafwmkYg'",6450
b'drstutt',"b'@CNNPolitics Considering trump\xe2\x80\x99s extensive medical and science degrees, oh wait it\xe2\x80\x99s @realDonaldTrump who is disagr\xe2\x80\xa6 https://t.co/DMl8s1mUie'",8
b'jm54115290',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',1520
b'BeingChandan',b'RT @drvishal82: Our study quoted today in @TOIIndiaNews \nKey messages: Liver enzyme abnormality common in #Covid_19; Usually not a concern;\xe2\x80\xa6',142
b'CallerOuter1',"b'@Costco Y\xe2\x80\x99all don\xe2\x80\x99t care about customers OR your workers. Went to the Redwood City, CA Costco yesterday. People hav\xe2\x80\xa6 https://t.co/6IIDgU59ri'",1
b'debraggery',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',3524
b'kimerlyus',"b'RT @Cleavon_MD: 15,300 new cases of #COVID today in #Florida, yet Disney World reopens. \xf0\x9f\x98\xa8  https://t.co/V772QoXMTF'",217
b'Melodie_3186',b'RT @VincentRK: The Midwest is taking off. Be careful everyone. See individual states below. \n\nWe were never a big hotspot. We could get hit\xe2\x80\xa6',221
b'suerthjessica',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead teacher\nKimberley Chavez Lopez Byrd, 61, taught 1st grade summer classes w/ 2 other teachers virtually from the same\xe2\x80\xa6'",2118
b'thenEDIEsaid',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",676
b'fawwadfalak',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",194
b'RoleplayRetcon',"b'RT @Gerbilminion: New mask, who dis. I should probably shrink it down before I go to Target again.\n#noshame #mask #covid #ppe #whodis #cosp\xe2\x80\xa6'",1380
b'faruq_kiefer',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",134
b'MsTallMocha',b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 45 \nKaren Kolb Sehlke from #Texas believed the pandemic was a \xe2\x80\x9cmedia driven\xe2\x80\x9d hoax. 2 weeks later she died from #C\xe2\x80\xa6',1914
b'Saitejabattu7',b'RT @Paul_Oommen: #Telangana government is providing free Home Isolation Kits for #COVID-19 patients who are in home isolation. These kits c\xe2\x80\xa6',36
b'PDavidLopez',b'Listen to my recent interview with rock star professor @davidlnoll as we discuss keeping the #lawschool classroom l\xe2\x80\xa6 https://t.co/SczGRsHNZj',712
b'FlossObama',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",14915
b'RakeshAgure',b'RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a\xe2\x80\xa6',5
b'CUTSCCIER',"b""#RT @Psm_cuts: RT @CUTS_Accra: Bill Gates calls for #COVID-19 meds to go to people who need them, not 'highest bidd\xe2\x80\xa6 https://t.co/0kupf0Zd7m""",811
b'AstiJesse',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',4263
b'UNICEFNZ',"b""There is no exception. As we respond and recover from #COVID-19, let's reimagine a better world for every child.\xe2\x80\xa6 https://t.co/dvsZl8dEjM""",6783
b'JohnBubby1',b'RT @Paul_Oommen: #Telangana government is providing free Home Isolation Kits for #COVID-19 patients who are in home isolation. These kits c\xe2\x80\xa6',694
b'BodhiChaks10',"b""Beyond the pandemic, we'll be back on coughing terms. #coronahumour #coronahumor #coronavirus #Covid_19 #COVID\xe2\x80\xa6 https://t.co/m44fxtNefg""",7
b'WheelhousePR',b'Biggest winners in this challenging time.... all of your cute pet pics and videos.  Encouraging and uplifting.\xe2\x80\xa6 https://t.co/Xlr22mmM2H',184
b'SeigoIzumo',"b'RT @WeatherChambers: Solid reporting, as always, from my former @KRCG13 colleague and fellow @Mizzou alum @willripleyCNN. The U.S. should b\xe2\x80\xa6'",1438
b'Style17strings',b'RT @sazzygram3: I think my heart just broke. A ER charge nurse friend told me that the way Covid is being handled she feels disposable. Man\xe2\x80\xa6',3598
b'jameswhelan42',"b'RT @tickertvau: Is it the right move for @ScottMorrisonMP to take a holiday?\n\n@jameswhelan42 has his say, and he goes against public opinio\xe2\x80\xa6'",3812
b'hiddeninmo',"b""RT @hiddeninmo1: \xf0\x9f\x99\x8f PREACHIN TO THE CHQIR \xf0\x9f\x98\x8f\n\nEx-Chief of UK's MI6: #COVID-19 outbreak is result of escape of a #virus f... https://t.co/c169\xe2\x80\xa6""",19796
b'positionalgood',"b'RT @elerianm: In addition to assessing #covid developments, the Week Ahead is a busy one for the global #economy and #markets with\nPolicy m\xe2\x80\xa6'",83
b'mrvdxo',"b'RT @KTNV: ""I think I made a mistake. I thought this was a hoax, but it\'s not.""\n\nThose were the final words of a patient who died at a hospi\xe2\x80\xa6'",718
b'bragh_97',"b""RT @Cleavon_MD: I'm an Iraq War Vet. It's hard to speak out while on active duty. No soldier with #COVID symptoms should be quarantined in\xe2\x80\xa6""",233
b'Babble524',"b""@ashoswai Why Vikas Dubey's Mama is irritated ???\nDon't worry you will be admited in animal husbandry hospital #Covid""",13847
b'Akram_Tweets',"b""RT @ashoswai: This Modi's chamcha gets admitted to the best hospital in the country after getting a mild #COVID symptom - Why didn't he try\xe2\x80\xa6""",66
b'AlbertoDowning',b'My patient caught #Covid-19 twice. So long to herd immunity hopes.\n\nEmerging cases of Covid-19 reinfection suggest\xe2\x80\xa6 https://t.co/jtG77oYD0o',1379
b'lucysunman',"b'RT @CarringtonKL: @AICriminology survey of 15,000 Australian women confirms our suspicions- that #COVID lockdown will increase #DFV &amp; imped\xe2\x80\xa6'",2313
b'davidevii',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',60
b'Michelle_888',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',12671
b'derdunklekommt',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 21\nCody Lyster was a baseball player and aspiring police officer, just like his father. His dad worked on the med\xe2\x80\xa6'",151
b'justlurking4now',"b""RT @TexasVC: Today's @HoustonChron (3rd largest Sunday paper in the US) has a standalone obituary section. It is 43 pages long. #covid http\xe2\x80\xa6""",116
b'KerrieEarls1',"b'RT @B52Malmet: Since we know #COVID is airborne, how will schools fix their ventilation systems to address this? How can airborne transmiss\xe2\x80\xa6'",30
b'OMGIsthisreal2',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',47
b'GetTheEdgeNow',b'How has the #Covid-19 outbreak changed the landscape of social media marketing? https://t.co/9yAeSdmsua  #socialmediamarketing',3755
b'jeffmendelson99',b'RT @heidisteinberg: @Wolfe321 Tears of joy! From 800 deaths a day for more than a week in April to 0 deaths in July. \n\nBravi to all New Yor\xe2\x80\xa6',126
b'THANKSTOTRUMP',b'@MSNBC Yep. All those democratic protests with tens of thousands of people spreading the virus accomplished their m\xe2\x80\xa6 https://t.co/S1nOMQDzAt',4154
b'MehtaLaurie',b'Please pray for this family and for all suffering this virus. First child under age 5 in South Carolina dies from\xe2\x80\xa6 https://t.co/xxzg0piWyn',161
b'hubcitymn',b'RT @wdunlap: This one CRIMINAL ACT from the Democrat Party caused the deaths of thousands of people! 43% of all U.S. #COVID deaths are link\xe2\x80\xa6',4876
b'SaraColpitts',b'RT @Cleavon_MD: \xf0\x9f\xa7\xb5This thread is dedicated to the countless Essential Workers in America that died from #COVID due to lack of #PPE. The UNSU\xe2\x80\xa6',337
b'OCOOPA1',"b""It's a good time to have a picnic with your family and go to the beach to have a vacation\xf0\x9f\x8f\x96\xf0\x9f\x8f\x96\n\nDo you plan to have a\xe2\x80\xa6 https://t.co/u2jQiyGagx""",5
b'RScottSchroeder',b'RT @Cleavon_MD: My cousin 27 y.o. Simon Press is one of countless lives lost to #COVID due to the DENIAL of science &amp; INACTION of @realDona\xe2\x80\xa6',352
b'gokkulam',"b'RT @COVIDNewsByMIB: #IndiaFightsCorona:\n\n\xf0\x9f\x93\x8dSteps to take when #COVID cases occur in offices\n\n\xe2\x9e\xa1\xef\xb8\x8fIn general, staff showing flu-like illness sh\xe2\x80\xa6'",147
b'mjeannd',"b'RT @scarlett_0hara: Betsy DeVos #Covid_19 \n\nIf you\'ve been to a hot spot, have a headache &amp; have (or think you have) a fever, you are a ""pr\xe2\x80\xa6'",7889
b'derdunklekommt',"b'RT @Cleavon_MD: \xe2\x9a\xa0\xef\xb8\x8fdead at 21\nTatiana Moore had a grueling battle w/#COVID. She was placed on #ECMO, but coronavirus irreversibly damaged he\xe2\x80\xa6'",151
b'jamesmikell91',"b'RT @sallyKP: She literally said, \xe2\x80\x9cthe virus will find the person in the group who is *not* wearing a mask.\xe2\x80\x9d\xf0\x9f\x98\xb3\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\n\nThis is all so ridiculou\xe2\x80\xa6'",277
b'coach71ed',b'RT @RealDrGina: Will the DOJ be investigating hospitals who took federal $$ for + #Covid tests &amp; CO death? \n\nEx below: 100% of 333 hospital\xe2\x80\xa6',119
